Study_Hours,Attendance_Percentage,Previous_Exam_Score,Assignment_Completion,Final_Exam_Score
8.8,90.0,73,66.0,77.6
1.7,62.0,35,48.0,33.8
5.1,63.0,89,48.0,66.9
6.5,93.0,69,69.0,63.5
3.5,63.0,37,76.0,42.3
4.3,94.0,35,76.0,47.1
3.1,89.0,100,69.0,70.6
3.8,95.0,65,93.0,65.0
4.8,81.0,50,69.0,51.5
4.5,85.0,50,90.0,52.3
3.1,96.0,39,52.0,43.9
5.5,54.0,99,71.0,65.3
3.9,82.0,63,86.0,55.4
4.8,66.0,47,54.0,50.4
1.6,72.0,59,72.0,50.0
2.3,58.0,85,48.0,50.9
9.3,54.0,56,95.0,70.5
7.4,72.0,92,69.0,70.5
0.7,95.0,98,84.0,64.4
2.5,67.0,82,89.0,55.8
6.4,95.0,74,46.0,71.0
3.1,79.0,38,77.0,47.7
4.2,66.0,87,53.0,57.3
8.5,100.0,53,51.0,64.4
6.6,63.0,57,66.0,53.7
0.8,69.0,83,73.0,51.8
5.0,59.0,86,68.0,64.8
1.9,52.0,39,78.0,36.0
8.1,96.0,52,44.0,64.2
6.0,50.0,78,69.0,61.1
5.2,58.0,77,91.0,63.5
2.6,79.0,46,52.0,46.4
2.0,56.0,61,74.0,49.0
5.0,54.0,84,71.0,58.1
2.9,95.0,70,87.0,59.2
5.9,85.0,43,70.0,58.6
4.4,59.0,63,88.0,53.6
1.8,73.0,53,45.0,43.6
2.5,87.0,69,88.0,53.2
6.8,51.0,69,59.0,61.9
8.9,74.0,37,53.0,59.3
3.5,64.0,51,70.0,46.7
3.4,85.0,38,83.0,44.4
3.9,84.0,79,47.0,58.2
6.8,70.0,46,50.0,56.8
7.7,68.0,87,56.0,70.8
9.8,93.0,88,48.0,77.9
0.6,83.0,69,59.0,47.4
4.7,92.0,46,76.0,51.0
8.5,58.0,45,67.0,56.0
7.4,83.0,60,65.0,65.5
2.4,70.0,64,57.0,49.0
9.5,52.0,99,50.0,72.8
3.5,77.0,58,,52.0
2.1,97.0,97,83.0,71.6
9.1,50.0,61,88.0,63.6
5.4,65.0,72,87.0,64.6
1.6,50.0,35,73.0,34.7
1.4,66.0,50,65.0,44.1
8.6,74.0,54,92.0,64.7
4.8,,93,87.0,74.3
8.1,71.0,73,74.0,74.8
8.7,85.0,89,70.0,84.2
0.7,88.0,100,57.0,61.5
1.4,65.0,92,45.0,57.5
1.4,88.0,82,84.0,56.1
9.6,69.0,54,41.0,60.0
0.6,73.0,61,60.0,46.0
4.7,74.0,67,58.0,57.7
4.6,59.0,41,46.0,39.0
7.3,58.0,46,84.0,57.1
5.4,88.0,71,40.0,57.1
5.5,82.0,43,71.0,51.4
2.7,72.0,59,66.0,47.2
10.0,51.0,36,58.0,52.6
5.8,58.0,77,46.0,59.6
6.5,100.0,76,62.0,70.9
4.3,52.0,42,69.0,45.4
4.4,53.0,45,48.0,44.0
0.8,96.0,57,52.0,50.5
9.3,77.0,43,62.0,58.3
9.5,95.0,82,40.0,77.2
2.6,99.0,68,59.0,54.8
6.7,59.0,91,66.0,74.0
8.3,51.0,48,79.0,54.6
7.3,90.0,61,86.0,66.4
3.8,76.0,45,71.0,53.6
3.5,56.0,51,92.0,48.4
9.9,82.0,85,94.0,82.7
9.4,100.0,86,100.0,82.9
9.6,89.0,91,96.0,91.2
8.6,67.0,72,70.0,69.4
1.1,63.0,81,40.0,42.9
5.3,82.0,96,59.0,75.0
3.1,63.0,74,43.0,49.2
4.1,59.0,49,49.0,41.0
2.9,97.0,80,50.0,58.1
9.7,92.0,70,91.0,77.0
1.5,95.0,98,89.0,63.2
4.9,50.0,89,54.0,58.4
3.2,82.0,57,86.0,49.6
4.5,51.0,86,65.0,57.3
1.4,56.0,40,51.0,30.0
2.4,97.0,70,45.0,57.1
1.6,75.0,41,59.0,40.5
8.3,65.0,98,49.0,71.1
4.2,53.0,60,50.0,43.9
4.7,87.0,41,45.0,44.5
2.5,80.0,49,55.0,41.2
6.1,79.0,88,42.0,69.9
4.2,59.0,80,83.0,62.5
7.4,66.0,47,77.0,59.8
8.3,71.0,81,98.0,71.2
4.7,64.0,78,73.0,57.4
2.1,83.0,91,73.0,63.9
6.2,53.0,64,69.0,53.7
5.7,82.0,49,89.0,59.7
9.0,93.0,84,56.0,77.9
5.1,64.0,40,68.0,51.7
9.1,61.0,71,75.0,65.5
8.0,79.0,99,42.0,71.5
3.3,99.0,52,53.0,55.4
8.3,75.0,39,90.0,66.1
5.7,79.0,68,65.0,63.4
7.0,72.0,43,67.0,56.8
9.8,73.0,53,45.0,62.7
9.0,59.0,84,44.0,65.5
4.0,91.0,68,97.0,65.8
7.6,57.0,63,76.0,59.1
1.1,51.0,36,59.0,36.1
8.2,50.0,75,94.0,66.8
1.2,80.0,81,88.0,59.7
3.3,95.0,66,54.0,57.6
2.7,85.0,46,45.0,39.4
7.7,81.0,88,56.0,76.3
8.2,100.0,89,94.0,88.0
3.7,97.0,49,48.0,51.2
5.2,56.0,52,54.0,50.2
1.4,73.0,68,49.0,45.5
6.9,88.0,94,50.0,71.3
8.0,77.0,82,89.0,73.4
0.8,54.0,91,46.0,44.6
4.9,73.0,84,91.0,64.8
6.6,64.0,96,82.0,75.7
3.4,64.0,37,89.0,41.5
8.5,82.0,76,85.0,75.0
5.8,71.0,68,89.0,66.0
1.9,78.0,58,75.0,48.8
4.5,66.0,52,40.0,46.9
1.9,54.0,61,100.0,46.8
4.3,76.0,52,62.0,52.4
7.4,80.0,41,66.0,61.3
5.4,83.0,85,77.0,70.8
7.9,99.0,65,56.0,64.5
9.5,88.0,53,70.0,66.4
9.1,88.0,92,67.0,86.1
7.0,97.0,76,66.0,71.1
8.9,81.0,78,62.0,71.8
7.2,51.0,65,93.0,66.1
5.0,75.0,51,69.0,55.9
2.2,91.0,53,70.0,45.5
8.4,91.0,97,67.0,83.0
2.1,99.0,72,50.0,56.1
3.0,85.0,86,76.0,63.5
1.5,77.0,36,53.0,37.9
9.0,97.0,87,76.0,85.2
9.0,61.0,85,57.0,72.7
0.7,54.0,92,69.0,56.0
8.2,55.0,86,99.0,71.8
3.8,50.0,39,58.0,41.1
4.9,66.0,70,64.0,58.6
4.7,86.0,70,90.0,63.4
0.6,64.0,39,87.0,36.3
2.0,72.0,76,46.0,52.7
1.7,94.0,55,88.0,51.4
9.0,57.0,84,54.0,69.8
5.9,77.0,42,48.0,54.1
6.6,60.0,93,95.0,69.9
2.5,81.0,68,79.0,57.3
7.4,82.0,90,59.0,77.2
4.0,76.0,37,50.0,39.3
1.5,60.0,40,50.0,31.9
8.3,69.0,65,79.0,63.2
0.8,64.0,57,97.0,41.9
2.1,60.0,66,62.0,42.9
6.7,71.0,79,94.0,75.2
2.6,71.0,71,61.0,55.2
8.6,87.0,99,92.0,86.0
2.5,62.0,66,52.0,51.3
9.2,87.0,89,48.0,73.4
7.6,84.0,64,47.0,60.7
3.1,60.0,42,68.0,45.1
9.1,89.0,52,100.0,67.3
4.3,54.0,96,69.0,61.7
9.1,74.0,58,78.0,71.2
2.4,78.0,78,79.0,62.4
4.3,54.0,64,46.0,49.5
9.5,67.0,95,60.0,75.6
4.3,74.0,48,97.0,57.9
4.5,78.0,64,41.0,49.0
8.9,67.0,75,95.0,71.0
1.5,72.0,64,,49.3
2.5,99.0,52,46.0,49.4
8.5,83.0,91,71.0,83.3
4.9,58.0,82,84.0,65.4
1.4,84.0,65,85.0,55.2
7.2,,49,77.0,58.5
7.8,80.0,98,42.0,74.9
2.4,63.0,65,88.0,48.1
3.9,72.0,42,50.0,43.0
9.6,67.0,42,96.0,65.4
3.9,83.0,59,93.0,60.1
7.1,95.0,96,48.0,75.4
3.0,80.0,51,82.0,51.3
2.6,99.0,75,87.0,60.5
5.8,61.0,58,95.0,57.4
3.9,100.0,86,50.0,67.6
5.7,62.0,67,96.0,58.9
2.1,60.0,66,99.0,49.4
6.1,100.0,36,78.0,59.1
7.1,52.0,52,66.0,54.3
3.8,53.0,81,67.0,53.5
6.6,51.0,64,79.0,55.3
2.6,73.0,60,74.0,51.5
4.9,55.0,63,64.0,56.9
0.7,83.0,53,69.0,43.6
4.3,93.0,88,93.0,74.1
1.7,68.0,62,85.0,49.2
5.9,64.0,94,51.0,64.1
4.5,59.0,63,83.0,51.3
8.0,57.0,36,81.0,59.3
1.4,77.0,73,48.0,53.5
3.1,68.0,49,98.0,52.3
6.8,74.0,81,70.0,73.6
4.5,94.0,61,90.0,59.2
0.9,67.0,89,91.0,52.3
5.4,78.0,37,45.0,50.9
2.3,69.0,58,42.0,48.0
3.4,99.0,69,44.0,59.5
4.6,71.0,60,72.0,58.5
7.7,50.0,56,62.0,61.3
2.6,98.0,52,66.0,51.6
2.1,83.0,90,86.0,64.7
9.6,88.0,78,54.0,76.5
5.1,67.0,57,45.0,50.6
6.1,51.0,39,77.0,52.0
6.9,53.0,74,71.0,66.7
3.3,79.0,99,98.0,70.1
4.3,74.0,45,74.0,52.5
3.8,76.0,67,97.0,58.6
4.2,64.0,86,75.0,66.6
4.0,69.0,46,73.0,47.2
0.8,53.0,54,68.0,38.6
1.5,99.0,74,61.0,50.7
5.8,51.0,72,55.0,55.9
3.7,52.0,64,85.0,49.8
5.3,63.0,38,65.0,47.1
8.3,80.0,50,75.0,68.5
4.4,80.0,70,89.0,57.7
5.3,82.0,90,61.0,65.6
8.2,52.0,84,70.0,72.6
7.0,60.0,100,84.0,76.7
9.9,51.0,75,91.0,79.0
6.9,69.0,52,48.0,59.0
6.7,85.0,89,88.0,77.8
7.0,78.0,38,66.0,53.8
1.2,98.0,55,76.0,53.7
5.0,87.0,57,89.0,63.7
10.0,84.0,55,71.0,67.1
9.7,99.0,61,89.0,80.1
9.2,50.0,89,92.0,80.3
6.1,60.0,38,53.0,49.7
6.8,55.0,65,60.0,56.9
0.7,68.0,80,89.0,53.5
9.9,88.0,57,44.0,70.0
0.5,66.0,55,57.0,36.7
3.1,100.0,66,91.0,56.2
6.9,97.0,44,69.0,62.7
8.7,50.0,84,80.0,71.1
6.9,71.0,41,46.0,50.8
6.0,96.0,53,97.0,67.8
2.4,78.0,40,47.0,40.2
4.4,69.0,40,68.0,50.7
5.6,83.0,43,69.0,50.5
9.5,85.0,57,81.0,75.3
5.5,98.0,38,82.0,59.7
6.8,71.0,58,81.0,63.3
4.5,50.0,89,99.0,65.6
9.0,57.0,56,91.0,65.7
0.8,58.0,37,55.0,33.5
8.1,76.0,59,83.0,71.0
3.6,88.0,83,80.0,66.1
5.5,81.0,35,45.0,44.4
6.8,92.0,53,59.0,57.9
6.2,87.0,46,100.0,65.4
2.9,61.0,69,76.0,51.9
1.1,89.0,83,,60.5
3.3,74.0,75,48.0,58.0
3.8,64.0,89,56.0,60.0
4.7,73.0,70,83.0,55.9
7.2,82.0,53,47.0,57.6
5.2,83.0,82,57.0,69.4
2.4,58.0,64,67.0,43.0
7.9,83.0,87,58.0,75.3
5.9,81.0,57,48.0,59.3
5.5,61.0,56,66.0,54.5
4.3,79.0,87,51.0,59.7
6.1,88.0,54,77.0,65.2
5.7,63.0,76,88.0,65.0
5.8,79.0,98,68.0,74.0
0.6,57.0,66,56.0,42.0
8.2,88.0,66,46.0,65.7
9.8,88.0,45,49.0,69.8
9.0,68.0,73,43.0,69.7
4.3,89.0,43,90.0,52.0
0.8,68.0,44,53.0,34.2
6.0,70.0,54,97.0,61.3
6.1,84.0,90,81.0,71.7
7.6,92.0,52,58.0,67.1
6.7,53.0,58,54.0,53.4
5.1,77.0,89,78.0,73.1
5.8,89.0,86,48.0,72.3
7.9,52.0,82,65.0,68.3
6.8,65.0,35,68.0,52.3
4.6,71.0,96,49.0,67.7
9.7,68.0,35,59.0,56.2
1.6,60.0,75,54.0,52.7
6.4,75.0,47,40.0,48.2
2.1,81.0,79,43.0,50.5
6.8,52.0,53,84.0,55.4
6.2,54.0,60,73.0,56.7
3.3,61.0,72,94.0,61.7
5.7,50.0,69,71.0,56.9
4.5,58.0,63,60.0,57.2
7.1,80.0,87,60.0,67.7
5.0,52.0,80,45.0,56.6
8.7,87.0,79,45.0,70.7
0.9,54.0,80,72.0,43.9
7.4,56.0,76,97.0,72.4
6.4,92.0,81,55.0,70.5
6.6,80.0,35,43.0,48.1
8.1,95.0,74,60.0,76.8
0.7,98.0,66,78.0,56.3
1.3,84.0,38,83.0,39.1
7.8,97.0,40,55.0,60.0
4.3,67.0,37,82.0,46.3
3.6,88.0,78,45.0,63.3
7.2,63.0,61,86.0,60.5
1.0,62.0,94,59.0,51.6
9.1,98.0,90,71.0,78.6
5.1,52.0,56,42.0,53.1
6.3,84.0,71,95.0,66.2
9.1,74.0,83,46.0,69.3
5.8,71.0,55,91.0,58.2
6.1,75.0,39,58.0,56.1
2.0,,75,54.0,48.5
5.0,67.0,81,85.0,62.4
8.0,84.0,52,98.0,68.9
1.1,74.0,44,92.0,44.0
3.1,100.0,97,91.0,70.4
2.2,70.0,83,99.0,54.7
7.6,54.0,73,41.0,57.8
4.8,63.0,84,73.0,62.0
4.2,52.0,85,65.0,56.1
1.7,,46,81.0,46.9
5.7,57.0,36,95.0,47.4
2.1,97.0,65,80.0,51.0
3.0,60.0,60,89.0,55.3
7.1,73.0,64,94.0,62.8
4.2,53.0,90,42.0,54.2
8.2,81.0,72,82.0,70.8
6.1,58.0,40,60.0,46.6
7.1,71.0,63,72.0,59.3
1.6,85.0,84,62.0,57.9
8.5,68.0,77,65.0,75.6
8.0,73.0,54,47.0,60.0
4.4,50.0,65,91.0,54.1
3.4,77.0,38,68.0,39.9
7.7,75.0,37,48.0,50.7
5.3,51.0,44,63.0,51.5
2.7,96.0,46,67.0,49.0
3.8,78.0,42,63.0,43.2
2.8,70.0,74,68.0,55.2
3.0,97.0,81,53.0,56.5
9.9,79.0,41,60.0,65.7
1.3,91.0,85,67.0,62.5
4.3,63.0,89,61.0,60.7
8.9,95.0,98,56.0,84.3
9.6,73.0,94,43.0,80.8
7.1,80.0,46,74.0,56.9
1.5,61.0,55,41.0,40.4
2.3,59.0,96,53.0,59.9
8.7,68.0,68,42.0,62.3
2.8,60.0,85,99.0,63.3
8.7,91.0,58,56.0,64.4
9.4,60.0,63,86.0,69.8
1.8,93.0,58,41.0,47.8
1.1,89.0,59,54.0,48.8
1.8,69.0,98,82.0,57.3
6.3,93.0,96,61.0,78.5
3.1,71.0,51,97.0,49.8
4.6,94.0,43,52.0,51.6
7.3,75.0,71,55.0,62.5
4.6,90.0,54,98.0,56.0
2.4,54.0,88,96.0,61.0
4.3,69.0,96,41.0,67.2
3.9,65.0,83,91.0,57.9
5.3,69.0,52,80.0,52.9
5.0,95.0,73,86.0,62.5
6.9,77.0,95,90.0,79.8
4.5,73.0,35,93.0,53.4
0.9,95.0,86,52.0,59.0
8.5,75.0,68,100.0,72.2
3.0,88.0,97,81.0,68.8
9.8,94.0,97,87.0,89.5
10.0,100.0,44,56.0,69.1
6.1,89.0,75,92.0,68.5
8.1,63.0,53,92.0,62.8
1.7,97.0,63,77.0,51.1
2.0,85.0,44,82.0,49.8
5.8,71.0,64,56.0,53.3
4.8,97.0,55,48.0,60.0
7.2,69.0,98,59.0,70.7
3.7,95.0,94,87.0,70.8
7.9,83.0,53,98.0,72.0
5.7,80.0,42,61.0,54.0
4.2,53.0,84,84.0,56.6
2.9,91.0,82,65.0,59.1
5.6,67.0,85,41.0,64.9
4.7,67.0,84,52.0,64.7
8.6,78.0,54,52.0,62.2
1.1,59.0,88,45.0,48.7
3.6,70.0,92,83.0,64.9
6.8,83.0,86,60.0,69.6
3.8,61.0,67,,52.8
5.5,71.0,88,91.0,70.2
3.9,76.0,83,62.0,58.6
2.9,69.0,68,44.0,52.3
3.3,59.0,60,52.0,47.4
0.7,99.0,64,93.0,51.5
1.1,51.0,66,66.0,40.2
9.4,59.0,62,72.0,68.7
7.1,96.0,41,74.0,61.5
6.3,67.0,43,53.0,48.8
4.6,54.0,95,78.0,65.1
6.0,81.0,52,93.0,58.5
1.5,73.0,84,79.0,53.9
0.9,63.0,80,88.0,55.1
9.9,50.0,76,71.0,73.2
6.9,71.0,40,48.0,53.4
6.4,67.0,53,81.0,62.0
9.7,72.0,52,61.0,65.8
5.0,69.0,54,42.0,47.6
4.9,68.0,90,69.0,64.4
6.7,54.0,100,97.0,74.4
5.5,60.0,60,40.0,52.0
6.3,100.0,85,84.0,75.6
4.5,65.0,63,50.0,57.1
3.9,85.0,83,85.0,66.7
8.5,68.0,61,46.0,66.4
4.1,61.0,62,82.0,58.7
1.4,83.0,46,69.0,43.6
8.9,73.0,78,76.0,72.6
0.7,76.0,54,55.0,37.5
5.0,78.0,99,100.0,75.5
2.7,93.0,42,42.0,46.1
3.5,67.0,92,43.0,60.9
9.9,87.0,76,85.0,77.8
5.2,70.0,60,77.0,57.6
5.7,89.0,40,93.0,56.7
3.9,54.0,76,71.0,56.8
5.3,88.0,84,50.0,65.1
5.7,78.0,87,53.0,67.1
7.0,75.0,45,49.0,52.1
1.6,90.0,38,80.0,47.1
8.2,56.0,54,99.0,64.5
4.2,91.0,47,72.0,55.9
8.4,50.0,86,64.0,72.5
8.8,53.0,93,77.0,72.3
5.8,74.0,64,54.0,56.2
8.6,92.0,73,78.0,79.6
3.5,76.0,97,60.0,64.2
7.9,64.0,59,61.0,60.2
4.7,97.0,47,89.0,54.5
2.6,70.0,77,61.0,55.5
4.7,52.0,80,48.0,57.7
6.9,97.0,63,73.0,65.3
3.5,82.0,61,46.0,56.1
5.1,53.0,48,88.0,47.7
3.6,53.0,60,65.0,48.8
7.6,99.0,44,87.0,60.3
4.8,78.0,41,95.0,57.1
8.1,90.0,69,62.0,69.7
5.0,68.0,38,98.0,53.9
7.4,77.0,73,92.0,66.4
6.3,80.0,62,88.0,64.3
3.9,81.0,81,68.0,64.1
6.9,92.0,91,54.0,70.3
7.6,95.0,39,48.0,58.4
9.3,92.0,73,81.0,74.5
3.4,74.0,82,44.0,57.3
2.9,77.0,84,41.0,60.8
8.0,80.0,67,64.0,64.7
5.9,84.0,71,81.0,62.0
9.4,89.0,49,,63.2
2.0,60.0,44,72.0,42.1
6.6,68.0,47,54.0,56.5
5.1,94.0,42,85.0,57.0
5.1,78.0,71,41.0,60.4
8.7,84.0,86,58.0,78.2
7.8,51.0,54,67.0,62.6
7.6,86.0,84,85.0,79.6
4.4,78.0,93,47.0,65.5
4.6,54.0,35,48.0,45.6
3.1,52.0,52,90.0,50.5
9.8,67.0,40,44.0,62.8
4.5,64.0,88,71.0,62.0
8.7,89.0,44,60.0,59.5
1.6,68.0,38,79.0,36.1
1.1,69.0,85,98.0,55.6
8.2,53.0,49,75.0,57.5
2.6,86.0,80,87.0,65.2
3.7,87.0,55,80.0,51.7
8.9,55.0,73,78.0,65.2
8.0,85.0,76,40.0,73.8
1.1,96.0,61,93.0,57.2
9.3,66.0,86,70.0,72.8
5.9,69.0,95,88.0,70.2
3.9,74.0,45,63.0,49.4
1.9,55.0,49,56.0,41.1
4.9,70.0,62,44.0,49.6
6.0,68.0,66,68.0,60.3
2.3,94.0,82,72.0,56.2
5.1,65.0,45,59.0,45.9
1.1,64.0,90,70.0,54.8
8.1,81.0,44,75.0,61.2
6.5,70.0,89,59.0,65.3
4.4,85.0,35,49.0,49.4
2.8,96.0,44,63.0,52.5
0.6,52.0,41,51.0,28.5
8.8,91.0,77,98.0,81.7
1.8,68.0,47,46.0,37.1
5.1,56.0,75,44.0,53.5
0.7,75.0,89,97.0,55.7
1.7,58.0,70,42.0,40.1
6.1,61.0,57,43.0,51.9
9.6,97.0,40,94.0,65.4
3.4,64.0,47,52.0,41.0
4.1,57.0,62,50.0,46.9
8.7,93.0,71,61.0,69.5
3.3,69.0,91,67.0,64.5
4.6,62.0,69,51.0,56.8
3.9,77.0,93,80.0,68.6
2.8,92.0,81,51.0,60.1
8.4,55.0,77,84.0,67.2
4.0,71.0,43,57.0,45.7
4.0,65.0,100,43.0,64.3
3.0,100.0,82,54.0,59.1
2.0,78.0,69,99.0,58.3
2.7,63.0,87,48.0,57.7
8.9,97.0,66,49.0,69.3
9.9,81.0,54,59.0,64.3
4.8,91.0,88,100.0,69.6
3.6,63.0,71,66.0,54.7
6.9,51.0,87,90.0,65.8
5.9,87.0,65,79.0,65.5
6.7,76.0,47,62.0,59.9
1.5,100.0,100,81.0,63.9
0.7,63.0,95,48.0,51.1
8.4,50.0,47,57.0,56.2
5.8,95.0,37,75.0,59.3
2.5,58.0,50,58.0,40.9
7.9,78.0,85,51.0,70.3
6.0,90.0,56,64.0,63.7
2.4,62.0,48,69.0,39.3
6.1,69.0,36,53.0,47.4
6.8,92.0,49,51.0,60.3
3.3,79.0,46,79.0,48.1
7.0,85.0,63,53.0,61.6
9.6,56.0,56,62.0,66.9
7.9,65.0,69,86.0,69.1
2.7,67.0,69,53.0,49.9
6.7,63.0,70,74.0,66.4
5.7,94.0,68,45.0,64.4
5.2,63.0,39,44.0,49.8
4.3,68.0,45,89.0,46.0
9.3,52.0,54,73.0,63.7
9.3,75.0,39,87.0,68.3
2.8,59.0,50,94.0,49.9
9.4,69.0,68,96.0,70.6
1.2,53.0,96,76.0,60.5
9.3,56.0,61,98.0,69.7
5.1,94.0,46,90.0,58.1
7.2,87.0,74,99.0,77.1
9.1,92.0,35,50.0,65.0
1.3,55.0,50,48.0,40.2
3.5,81.0,44,89.0,54.8
8.6,73.0,97,64.0,76.8
2.8,100.0,45,42.0,50.8
1.6,74.0,50,90.0,46.9
1.9,72.0,71,96.0,50.1
3.7,71.0,41,66.0,46.4
4.2,76.0,67,92.0,58.4
7.7,81.0,74,97.0,69.4
5.1,54.0,94,77.0,66.6
5.5,72.0,89,64.0,68.2
6.2,53.0,38,63.0,43.8
3.7,78.0,79,100.0,65.7
7.9,68.0,53,94.0,69.1
4.8,74.0,86,48.0,65.2
3.0,50.0,95,41.0,57.2
6.7,67.0,49,93.0,56.4
6.7,76.0,58,56.0,54.9
8.2,50.0,35,80.0,58.6
1.1,67.0,47,71.0,36.5
2.1,82.0,49,47.0,41.9
2.7,85.0,53,51.0,44.3
3.1,70.0,54,73.0,45.9
3.3,50.0,69,45.0,43.2
6.3,57.0,64,63.0,61.8
2.8,92.0,38,92.0,52.3
9.7,78.0,53,50.0,68.4
8.3,100.0,90,58.0,75.9
9.6,85.0,40,78.0,68.1
9.3,51.0,44,41.0,59.5
8.7,71.0,66,59.0,63.1
8.0,82.0,47,99.0,67.0
8.1,68.0,51,75.0,57.1
5.8,89.0,63,41.0,58.1
9.2,91.0,38,83.0,70.4
1.6,59.0,47,54.0,41.3
4.7,65.0,86,78.0,65.1
3.6,72.0,98,90.0,66.9
0.7,98.0,70,51.0,51.0
6.2,77.0,41,84.0,53.6
8.1,77.0,36,64.0,52.5
4.9,64.0,92,88.0,65.7
4.3,59.0,91,66.0,58.4
1.2,87.0,42,48.0,38.1
2.3,96.0,86,79.0,64.4
3.3,69.0,93,89.0,68.3
8.1,50.0,71,83.0,63.3
2.2,69.0,100,40.0,61.0
1.7,57.0,77,61.0,46.8
3.6,71.0,75,69.0,55.2
4.1,81.0,83,40.0,56.5
2.8,98.0,62,54.0,55.2
6.2,72.0,58,99.0,59.7
9.3,58.0,84,54.0,67.8
6.2,75.0,58,97.0,66.6
2.0,81.0,72,100.0,53.9
3.4,76.0,94,74.0,69.3
7.0,87.0,57,97.0,65.9
9.9,50.0,85,54.0,77.8
9.7,57.0,64,77.0,65.6
9.4,72.0,35,51.0,54.2
1.0,86.0,65,81.0,48.2
6.2,55.0,42,40.0,42.3
6.7,77.0,47,64.0,53.2
7.3,67.0,98,44.0,72.2
3.4,96.0,92,77.0,73.2
0.5,100.0,79,86.0,60.4
1.3,74.0,94,69.0,62.3
3.6,68.0,91,86.0,62.4
7.5,89.0,72,100.0,76.8
9.2,55.0,92,71.0,75.7
1.1,61.0,95,81.0,61.0
7.9,60.0,46,92.0,62.1
4.4,54.0,42,49.0,38.9
5.0,85.0,91,41.0,64.9
2.4,65.0,52,49.0,39.5
6.1,54.0,52,64.0,55.9
5.4,76.0,63,98.0,62.6
6.3,62.0,37,42.0,42.1
3.7,65.0,54,95.0,49.8
3.0,72.0,99,94.0,66.1
5.0,84.0,68,46.0,58.3
5.2,71.0,44,96.0,59.1
1.8,56.0,47,89.0,40.0
8.1,60.0,89,65.0,70.4
8.8,73.0,43,91.0,60.2
9.5,64.0,66,71.0,74.2
9.3,74.0,95,66.0,78.1
4.5,60.0,70,92.0,62.0
1.6,69.0,87,,53.3
1.7,86.0,88,60.0,57.1
1.9,93.0,41,95.0,47.0
4.5,81.0,57,78.0,60.9
6.3,87.0,62,56.0,63.6
1.7,57.0,73,67.0,52.3
2.3,100.0,60,58.0,56.3
7.1,94.0,35,58.0,60.1
4.9,58.0,82,47.0,62.1
4.9,63.0,64,81.0,58.3
5.8,59.0,66,52.0,55.6
1.0,86.0,69,60.0,45.3
7.8,78.0,36,65.0,53.3
8.6,100.0,89,52.0,74.5
8.0,59.0,38,92.0,61.9
6.9,68.0,99,98.0,75.7
9.7,84.0,61,53.0,74.9
6.9,74.0,37,100.0,60.5
5.6,75.0,98,86.0,76.2
0.6,71.0,67,78.0,51.4
6.2,51.0,82,98.0,66.2
1.6,62.0,53,56.0,42.1
5.9,63.0,82,43.0,65.0
1.2,71.0,72,65.0,45.2
7.3,95.0,42,74.0,64.9
5.3,90.0,39,58.0,49.2
3.1,54.0,79,65.0,52.7
2.5,71.0,59,73.0,50.5
2.6,69.0,93,60.0,58.0
6.6,56.0,86,73.0,71.7
5.1,78.0,68,42.0,53.1
8.9,100.0,48,65.0,71.5
7.2,80.0,48,67.0,55.3
4.5,83.0,89,47.0,60.2
4.2,72.0,60,82.0,52.6
0.9,70.0,38,61.0,40.4
2.9,91.0,43,77.0,47.3
5.7,65.0,81,100.0,65.4
7.8,82.0,55,58.0,59.4
4.9,99.0,96,61.0,73.1
8.2,,89,75.0,76.8
8.8,62.0,35,49.0,56.8
8.3,61.0,96,88.0,77.2
2.6,70.0,43,80.0,43.2
3.5,83.0,82,100.0,63.4
8.1,79.0,59,100.0,73.7
5.0,96.0,36,80.0,53.0
7.3,60.0,96,90.0,75.4
7.7,57.0,99,58.0,69.8
6.7,74.0,60,40.0,60.7
1.3,54.0,41,92.0,35.2
3.3,68.0,97,53.0,65.7
6.8,94.0,92,70.0,72.5
7.3,77.0,50,83.0,62.6
4.0,89.0,90,62.0,68.9
3.3,88.0,83,73.0,66.4
0.7,89.0,81,49.0,48.8
1.8,93.0,83,83.0,62.9
2.4,94.0,58,48.0,53.1
2.8,89.0,36,69.0,40.0
2.8,53.0,49,61.0,41.8
9.1,71.0,39,87.0,64.4
8.4,59.0,88,40.0,65.0
5.8,95.0,61,82.0,62.1
4.8,85.0,61,54.0,54.8
3.9,55.0,58,46.0,44.5
8.3,74.0,66,97.0,73.4
4.2,68.0,65,91.0,54.2
10.0,81.0,52,92.0,73.4
5.4,69.0,85,74.0,64.5
2.1,96.0,98,,63.6
7.0,97.0,53,41.0,61.0
6.8,74.0,37,60.0,48.4
3.2,59.0,98,96.0,61.5
1.0,91.0,60,55.0,45.0
2.6,88.0,60,91.0,50.2
0.9,53.0,65,44.0,40.6
8.2,69.0,40,51.0,55.8
7.1,67.0,43,61.0,54.7
6.4,53.0,64,43.0,59.3
4.5,55.0,66,89.0,55.5
0.7,100.0,45,48.0,46.3
1.1,98.0,73,89.0,56.5
4.9,50.0,79,98.0,64.3
10.0,52.0,79,83.0,75.5
2.8,89.0,90,71.0,68.2
3.3,58.0,47,75.0,46.0
6.8,88.0,64,70.0,70.7
0.8,96.0,48,65.0,47.2
1.4,81.0,96,65.0,63.6
8.2,63.0,87,99.0,74.0
6.8,51.0,46,86.0,56.2
2.0,75.0,57,77.0,44.9
